cutter_id,cut_number,source_file,source_sha256,n_samples,sample_rate_hz,duration_s,last_sample_time_s,wear_flute_1_um,wear_flute_2_um,wear_flute_3_um,wear_mean_um,wear_max_um,wear_level,force_x_mean,force_x_sd,force_x_rms,force_x_peak_to_peak,force_x_crest_factor,force_x_kurtosis,force_y_mean,force_y_sd,force_y_rms,force_y_peak_to_peak,force_y_crest_factor,force_y_kurtosis,force_z_mean,force_z_sd,force_z_rms,force_z_peak_to_peak,force_z_crest_factor,force_z_kurtosis,vibration_x_mean,vibration_x_sd,vibration_x_rms,vibration_x_peak_to_peak,vibration_x_crest_factor,vibration_x_kurtosis,vibration_y_mean,vibration_y_sd,vibration_y_rms,vibration_y_peak_to_peak,vibration_y_crest_factor,vibration_y_kurtosis,vibration_z_mean,vibration_z_sd,vibration_z_rms,vibration_z_peak_to_peak,vibration_z_crest_factor,vibration_z_kurtosis,ae_rms_mean,ae_rms_sd,ae_rms_rms,ae_rms_peak_to_peak,ae_rms_crest_factor,ae_rms_kurtosis
c1,1,c1/c1/c_1_001.csv,a4b24c44792d1b402ae70b6e0a4c746aaa96a9585064ea1057b2a2b412bb8f3f,127399,50000,2.54798,2.54796,32.31711361,48.89261732,37.72082548,39.643518803333336,48.89261732,0,0.4008572987229099,0.8424709781714367,0.9329728569808687,6.245,4.0129784826921,2.754811345167422,0.6294631041059977,1.6359635519650146,1.7528775014122076,22.775,6.874981275240911,8.844452277200277,0.7051320418527618,1.1274905474639574,1.3298256098802979,7.802999999999999,3.429021043150508,2.857464966930553,0.009306533018312546,0.07634965730909303,0.07691447179838719,0.646,4.290479961495618,3.1322931587713896,0.013555608756740634,0.0763149482885211,0.07750922620324599,0.6639999999999999,4.476886391435398,3.1254590894507936,0.018199554156626038,0.07656390953524728,0.0786969503961136,0.669,4.498268334645431,3.1329498719009017,-5.9804237081923665e-05,0.002229608968521521,0.002230402133901929,0.015,4.483496427841788,3.6568025756065143
c1,2,c1/c1/c_1_002.csv,86d2081bc7b5d47a70733f00474fc7e46039b2742981cadf2b349e167b02ca69,217295,50000,4.3459,4.34588,37.914879,49.57081504,37.72082548,41.73550650666667,49.57081504,0,1.0281508640327666,1.8649813124518229,2.1296087641631645,12.646,3.9570648570801747,3.0226391582826513,1.1185804827538601,3.1499549620253093,3.3426625460495507,24.128,4.278625138784198,3.5308679406113814,1.0240950459053362,1.6835546992641768,1.9705618601415125,12.102,3.760348837497476,2.7666916838713296,-0.0032302445983570724,0.08535023789724983,0.08541114719391601,0.812,4.8354344083721505,3.2751716034332596,-0.010850203640212613,0.08502675752811785,0.08571606117941281,0.736,4.503240054300454,3.235982303641234,-0.012855468372489014,0.0869505033248191,0.08789549648479109,0.844,4.949059023465097,3.2773565972515497,0.03855607354057848,0.012941059231254009,0.04066990349367985,0.127,2.9997612366835082,7.87683896718826
c1,3,c1/c1/c_1_003.csv,1fff6f8a41187ebf4622e6f20197179e4c5ea6b3a0f105bcf1fb66cb2d7a2425,218388,50000,4.36776,4.36774,43.08790971,50.30286727,37.72082548,43.70386748666667,50.30286727,0,1.7760923539754934,2.6720945249421053,3.208513753369851,17.528,3.5948108334851376,3.0733174529786735,2.3478862620656815,4.816030479400877,5.3578552865825815,33.604,3.8870030797870836,3.8129799315681643,1.8339880075828343,2.689691300452996,3.2554443901175785,17.426,3.6293048149943274,2.609174508519265,-0.0049068218033957904,0.09564133389811413,0.09576690328416745,0.854,4.521395024282728,3.2627204749701413,-0.00985904445299192,0.09381670458259017,0.09433310401869073,0.8480000000000001,4.749128152416519,3.1945425738373388,-0.011772510394344014,0.09803841053574888,0.09874248290430036,0.8979999999999999,4.861129534946051,3.243209675932561,0.06657051669505651,0.019153434851260337,0.06927110566333727,0.185,2.598486024964195,8.27288839040617
c1,4,c1/c1/c_1_004.csv,2b66403fe4ec0a656f72ccf504a444423906487b58672ccea899a4d2a1715207,218736,50000,4.37472,4.3747,47.8590723,51.08365203,37.84985103,45.59752512,51.08365203,0,2.1049203423304808,2.9925614307317177,3.658698214195686,17.945,3.221910993987633,3.102547926062997,2.7214464651451977,5.532474865146849,6.165582621587361,38.063,3.9165803918434836,3.681622736575949,2.02451409004462,3.121341519845284,3.7204012744673522,21.341,3.4544660782162575,2.5728344774543603,-0.001283382707921879,0.0990317869583733,0.09903987612636804,0.873,4.472945820678961,3.1919806995210127,-0.004830604015799869,0.09712531452325268,0.09724514553364001,0.886,4.781729694045679,3.1430433384814704,-0.0059066957428132545,0.10208823224442908,0.10225873346995827,0.844,4.253915389317774,3.1313649674823054,0.08000284361056251,0.022859672158673267,0.08320467058980795,0.23900000000000002,2.8123421238406245,9.440491071028175
c1,5,c1/c1/c_1_005.csv,54b7c3c9f66d65fc05b7b6fd7618f04160bdd21a0a74fe87d35532b3c7501ce5,219497,50000,4.38994,4.38992,52.25032922,51.90828793,38.17266456,47.443760569999995,52.25032922,0,2.831384114589266,2.9797637720231887,4.110436435449184,16.843,3.054420180719326,3.016936047680474,2.3511685079978317,5.747391944545236,6.209698625968367,46.82,3.9191918104084773,3.4978230404091413,1.1502546230700192,3.2946587016137827,3.4896722202887758,19.509,3.3538966588189982,2.552256694871346,0.015474976878955065,0.08367228542708637,0.08509109449354693,0.8300000000000001,5.253193682141428,3.303040459734072,0.021317475865273786,0.08134976423112508,0.08409630650602812,0.7330000000000001,4.744560332996304,3.253100745951261,0.028552208002842864,0.0875165066507277,0.09205613843810793,0.8460000000000001,4.899184428675777,3.169434554167315,0.08919642181897701,0.02468803750294988,0.09254997614400708,0.246,2.603998510221178,8.279772768048462
c1,6,c1/c1/c_1_006.csv,af66f0b2818c9c1283da334c250caee493cd4ce07197e2b5788dc1d3ab9acf80,218846,50000,4.37692,4.3769,56.28276562,52.77212655,38.61755643,49.22414953333333,56.28276562,0,2.9306678486241466,2.9870730915445947,4.184659952974359,18.458,3.4150923039379317,2.9493527525848893,2.332707895049487,5.896997979690059,6.341604875447297,42.174,4.191841106802637,3.555551994192179,1.1921905632271095,3.4817896416913596,3.680233967231265,20.023,3.3563083515836163,2.557011171127352,-0.004698418065671751,0.08319939709460203,0.08333176572615716,0.815,5.2200981967607225,3.426084869871,-0.015314577374043847,0.0810152151650365,0.0824498112619597,0.729,4.548221448422111,3.2560162737973553,-0.018278556610584612,0.08699822065366641,0.0888974771527321,0.8,4.702045697898116,3.2843434738461497,0.09528322656114344,0.028012561829019438,0.09931562464428174,0.259,2.5575029197042305,8.806173747724152
c1,7,c1/c1/c_1_007.csv,9b4357026c625c2ae9c1bcf139938b50830c5edb7d200d8ec9302d4aca05404e,219026,50000,4.38052,4.3805,59.97661561,53.6707451,39.17455623,50.940638979999996,59.97661561,1,3.0169100152493313,3.015805695483667,4.265769392253815,17.924,3.0507978287884114,3.0067080552387506,2.4431466218622444,6.012859642375331,6.490245097487881,43.159,4.193216063678991,3.5076366589901657,1.2744270954133299,3.6549641494928045,3.8707707712966974,21.622999999999998,3.4155987996083277,2.574082846568567,-0.008552222110617005,0.08340141902437316,0.0838385677385414,0.808,5.0811936736386265,3.442255442180907,-0.014361578077488519,0.08176241543441531,0.08301395654124935,0.74,4.5414050324498145,3.3245716952286037,-0.01844172837927917,0.08763034559786212,0.08954964966485113,0.901,5.293153036041953,3.3296632974252427,0.10294943066120003,0.0273592751918006,0.10652282288292363,0.249,2.290588940439307,7.263684903174666
c1,8,c1/c1/c_1_008.csv,cc6b3938127bab8af041edb43a489f566d03fa1703f99fa56cb1686defc7e71c,218962,50000,4.37924,4.37922,63.3512879,54.5999392,39.83415523,52.59512744333333,63.3512879,1,3.0945889012705403,2.976187878371593,4.293499074428794,17.469,3.102830527981971,2.946770363173356,2.5315786255149297,6.084958243842888,6.590556734098229,43.167,4.077349013774454,3.5055493234557225,1.3611336624619796,3.7445871866409277,3.9842883940847833,22.176000000000002,3.6029018434789877,2.5848181818174707,-0.004029137475909063,0.08586825911043626,0.08596253950013794,0.823,4.8742161694667905,3.465009156178566,-0.008580333573862132,0.08427529459502997,0.08471077243763377,0.765,4.6983398751677985,3.342901520762784,-0.010350590513422422,0.0895999784597706,0.09019564401543344,0.861,4.900458384934522,3.338130846734477,0.11154573396297075,0.03067129195697999,0.11568567162505622,0.281,2.3857751450372486,7.5790007029902595
c1,9,c1/c1/c_1_009.csv,88845fec17c759cd4261f9b0bbde5ddca789672871aeb5ac4de2e86e3470b032,219749,50000,4.39498,4.39496,66.4253909,55.55571585,40.58729178,54.18946617666666,66.4253909,1,2.7109238221789407,2.87349516044876,3.950448687454194,16.231,2.6870365469398547,2.427511027306602,2.546445781323237,5.8611527675985045,6.3904101240437985,45.971000000000004,4.118827976465506,3.4112986294296115,2.0017639761728154,3.687847606957557,4.1960954587155745,21.866,3.3879114857771895,2.606575897538003,0.008268829437221558,0.0805167651420602,0.08094006120329261,0.7849999999999999,5.102541236813388,3.2148407289373417,0.010666633295259591,0.07717221958142008,0.07790572148032174,0.722,4.697986143321299,3.140317475720249,0.014353257580239273,0.08374797554186054,0.0849688619056973,0.7,4.2250771864925785,3.0268907854581992,0.1150515724758702,0.03236778155374247,0.11951791850718675,0.291,2.3929466273528055,8.594930667448784
c1,10,c1/c1/c_1_010.csv,1107c2eab358f223de55d7b77a945a226b64f70f92c816f67a9b10cd72374b95,218928,50000,4.37856,4.37854,69.21675719,56.53428648,41.42533708,55.72546025,69.21675719,1,2.689304597858657,2.8618032135423936,3.927115919338542,17.066,2.798491367642411,2.4849749389066202,2.525279571365928,5.897866506258069,6.415739033979242,42.013,4.015749372527137,3.4813317701981807,1.9951421426222322,3.7312151279508736,4.231133997971154,22.642,3.4291043505020458,2.6822019760570566,-0.0033245678944675877,0.0787304277986704,0.07880041053303848,0.762,5.114186554028612,3.215261273579233,-0.01098633340641672,0.07560961761900363,0.07640345336075521,0.658,4.476237459911322,3.09266807530138,-0.013223895527296647,0.08202598790464263,0.08308491663283307,0.707,4.344952304584029,3.044048238850955,0.11726233738946139,0.03307223445975351,0.12183687235875021,0.307,2.478724167432312,7.895065726236363
